Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Control_S1_counts,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9034864,"Activated NTRK3 signals through RAS",7,14,8.957133717210493E-4,0.0325993631191758,0.18426871735110542,4,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000160691;ENSG00000133703;ENSG00000213281","","R-HSA-9034875;R-HSA-9036970;R-HSA-9034862;R-HSA-9036949"
R-HSA-9026519,"Activated NTRK2 signals through RAS",7,15,9.596928982725527E-4,0.0325993631191758,0.18426871735110542,4,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000160691;ENSG00000133703;ENSG00000213281","","R-HSA-9028328;R-HSA-9026891;R-HSA-9026890;R-HSA-9026493"
R-HSA-1250347,"SHC1 events in ERBB4 signaling",6,21,0.001343570057581574,0.0325993631191758,0.18426871735110542,4,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000160691;ENSG00000133703;ENSG00000213281","","R-HSA-1250357;R-HSA-1250383;R-HSA-1250380;R-HSA-1250348"
R-HSA-5654704,"SHC-mediated cascade:FGFR3",7,26,0.0016634676903390915,0.0325993631191758,0.18426871735110542,4,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000160691;ENSG00000133703;ENSG00000213281","","R-HSA-5654646;R-HSA-5654647;R-HSA-5654625;R-HSA-5654634"
R-HSA-5654719,"SHC-mediated cascade:FGFR4",7,27,0.001727447216890595,0.0325993631191758,0.18426871735110542,4,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000160691;ENSG00000133703;ENSG00000213281","","R-HSA-5654423;R-HSA-5654428;R-HSA-5654426;R-HSA-5654425"
R-HSA-5654688,"SHC-mediated cascade:FGFR1",7,30,0.0019193857965451055,0.0325993631191758,0.18426871735110542,4,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000160691;ENSG00000133703;ENSG00000213281","","R-HSA-5654582;R-HSA-5654597;R-HSA-5654573;R-HSA-5654600"
R-HSA-5654699,"SHC-mediated cascade:FGFR2",7,33,0.002111324376199616,0.0325993631191758,0.18426871735110542,4,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000160691;ENSG00000133703;ENSG00000213281","","R-HSA-5654406;R-HSA-5654407;R-HSA-5654404;R-HSA-5654402"
R-HSA-8963899,"Plasma lipoprotein remodeling",9,56,0.003582853486884197,0.03266301678798859,0.18426871735110542,11,31,0.0020666666666666667,1.0,9606,Homo sapiens,"ENSG00000166035;ENSG00000100979;ENSG00000087237;ENSG00000140943;ENSG00000100258;ENSG00000140479;ENSG00000185624;ENSG00000140564","","R-HSA-9737780;R-HSA-6784628;R-HSA-349404;R-HSA-266350;R-HSA-6785181;R-HSA-6785213;R-HSA-5694109;R-HSA-6784620;R-HSA-266328;R-HSA-6785178;R-HSA-266299"
R-HSA-170822,"Regulation of Glucokinase by Glucokinase Regulatory Protein",21,40,0.0025591810620601407,0.033578895187197685,0.18884181180511803,1,5,3.333333333333333E-4,-1.0,9606,Homo sapiens,"ENSG00000093000;ENSG00000110713;ENSG00000108559;ENSG00000153201;ENSG00000125450;ENSG00000069248;ENSG00000155561;ENSG00000047410;ENSG00000113569;ENSG00000111581;ENSG00000138750;ENSG00000030066;ENSG00000157020;ENSG00000102900;ENSG00000132182;ENSG00000095319;ENSG00000101146;ENSG00000126883;ENSG00000094914","","R-HSA-170796"
R-HSA-9842663,"Signaling by LTK",8,16,0.0010236724248240564,0.03374054393593223,0.18890324395490032,6,10,6.666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000051382;ENSG00000115904;ENSG00000160691;ENSG00000121879;ENSG00000145675","","R-HSA-9842641;R-HSA-9842655;R-HSA-9842669;R-HSA-9842651;R-HSA-9842665;R-HSA-9842649"
R-HSA-2672351,"Stimuli-sensing channels",27,121,0.007741522712731925,0.033830174530370447,0.18890324395490032,12,33,0.0022,1.0,9606,Homo sapiens,"ENSG00000157514;ENSG00000186815;ENSG00000198363;ENSG00000198668;ENSG00000198626;ENSG00000132155;ENSG00000081087;ENSG00000143933;ENSG00000118515;ENSG00000136295;ENSG00000160014;ENSG00000123124;ENSG00000109572;ENSG00000073464;ENSG00000148175;ENSG00000047617;ENSG00000075142;ENSG00000150991;ENSG00000177119;ENSG00000170315;ENSG00000060237;ENSG00000137672;ENSG00000221983;ENSG00000143947;ENSG00000103249;ENSG00000187688;ENSG00000100991;ENSG00000092439;ENSG00000168404","","R-HSA-8863494;R-HSA-9701141;R-HSA-2731002;R-HSA-2682349;R-HSA-2730959;R-HSA-2855020;R-HSA-2685505;R-HSA-3295579;R-HSA-9701055;R-HSA-2744242;R-HSA-2730692;R-HSA-2684901"
R-HSA-9013508,"NOTCH3 Intracellular Domain Regulates Transcription",11,36,0.0023032629558541267,0.034001137928280106,0.18890324395490032,22,22,0.0014666666666666667,1.0,9606,Homo sapiens,"ENSG00000100393;ENSG00000168214;ENSG00000100603;ENSG00000115415;ENSG00000185630;ENSG00000005339;ENSG00000185811;ENSG00000114166;ENSG00000171611","","R-HSA-9021480;R-HSA-9021451;R-HSA-9021450;R-HSA-9018538;R-HSA-9021325;R-HSA-9016751;R-HSA-9018542;R-HSA-9017120;R-HSA-9013568;R-HSA-9021412;R-HSA-9021478;R-HSA-9016861;R-HSA-9014141;R-HSA-9013567;R-HSA-9013631;R-HSA-9021406;R-HSA-9014129;R-HSA-9013488;R-HSA-9016916;R-HSA-9013652;R-HSA-9017398;R-HSA-9021334"
R-HSA-111931,"PKA-mediated phosphorylation of CREB",10,26,0.0016634676903390915,0.03418568636097765,0.18890324395490032,7,7,4.6666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000143933;ENSG00000121281;ENSG00000172915;ENSG00000108946;ENSG00000138031;ENSG00000118260;ENSG00000160014;ENSG00000188191;ENSG00000198668;ENSG00000142875;ENSG00000005249;ENSG00000183943","","R-HSA-111925;R-HSA-111924;R-HSA-8951727;R-HSA-111930;R-HSA-9668558;R-HSA-111916;R-HSA-111919"
R-HSA-15869,"Metabolism of nucleotides",47,256,0.0163787587971849,0.03431231740903644,0.18890324395490032,69,142,0.009466666666666667,-1.0,9606,Homo sapiens,"ENSG00000106348;ENSG00000158825;ENSG00000104687;ENSG00000173221;ENSG00000129187;ENSG00000178035;ENSG00000004455;ENSG00000076685;ENSG00000197217;ENSG00000136810;ENSG00000154027;ENSG00000100938;ENSG00000035687;ENSG00000167325;ENSG00000187097;ENSG00000196839;ENSG00000159131;ENSG00000188641;ENSG00000084774;ENSG00000183696;ENSG00000165704;ENSG00000205309;ENSG00000143774;ENSG00000128951;ENSG00000132963;ENSG00000156136;ENSG00000198431;ENSG00000239900;ENSG00000198276;ENSG00000156110;ENSG00000165609;ENSG00000025708;ENSG00000197586;ENSG00000114956;ENSG00000116337;ENSG00000198931;ENSG00000198805;ENSG00000138363;ENSG00000137198;ENSG00000101347;ENSG00000155085;ENSG00000085231;ENSG00000130717;ENSG00000125458;ENSG00000103202;ENSG00000122643;ENSG00000162368;ENSG00000163655","","R-HSA-74241;R-HSA-111746;R-HSA-71682;R-HSA-74242;R-HSA-74372;R-HSA-111751;R-HSA-109449;R-HSA-112265;R-HSA-74249;R-HSA-74248;R-HSA-73608;R-HSA-74376;R-HSA-112266;R-HSA-9678749;R-HSA-73616;R-HSA-8851356;R-HSA-8851225;R-HSA-109470;R-HSA-112033;R-HSA-112034;R-HSA-111524;R-HSA-8851234;R-HSA-109480;R-HSA-514604;R-HSA-6788810;R-HSA-8866601;R-HSA-73646;R-HSA-76590;R-HSA-110133;R-HSA-110137;R-HSA-109624;R-HSA-110138;R-HSA-110141;R-HSA-111804;R-HSA-73788;R-HSA-110145;R-HSA-110144;R-HSA-73792;R-HSA-73794;R-HSA-8851396;R-HSA-73666;R-HSA-73797;R-HSA-73798;R-HSA-73800;R-HSA-109514;R-HSA-73548;R-HSA-73810;R-HSA-73813;R-HSA-73814;R-HSA-74207;R-HSA-8954327;R-HSA-73571;R-HSA-8866405;R-HSA-73573;R-HSA-74213;R-HSA-73828;R-HSA-109671;R-HSA-74215;R-HSA-73577;R-HSA-74220;R-HSA-73585;R-HSA-482804;R-HSA-75125;R-HSA-2393939;R-HSA-482812;R-HSA-73596;R-HSA-73599;R-HSA-111742;R-HSA-73598"
R-HSA-112412,"SOS-mediated signalling",5,10,6.397952655150352E-4,0.034378688015485215,0.18890324395490032,2,2,1.3333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000213281","","R-HSA-74736;R-HSA-109817"
R-HSA-2179392,"EGFR Transactivation by Gastrin",5,13,8.317338451695458E-4,0.034378688015485215,0.18890324395490032,2,6,4.0E-4,1.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000133703;ENSG00000213281","","R-HSA-2179415;R-HSA-2179407"
R-HSA-4755510,"SUMOylation of immune response proteins",9,12,7.677543186180423E-4,0.034605258476545366,0.18890324395490032,6,6,4.0E-4,1.0,9606,Homo sapiens,"ENSG00000103275;ENSG00000077150;ENSG00000131788;ENSG00000116030;ENSG00000105229;ENSG00000055332;ENSG00000184900;ENSG00000173039;ENSG00000100906","","R-HSA-4656914;R-HSA-4755536;R-HSA-4755411;R-HSA-4755478;R-HSA-9834809;R-HSA-4755479"
R-HSA-8951936,"RUNX3 regulates p14-ARF",6,16,0.0010236724248240564,0.034639609787957625,0.18890324395490032,8,8,5.333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000100393;ENSG00000204256;ENSG00000133703;ENSG00000105329;ENSG00000067955;ENSG00000020633","","R-HSA-8951977;R-HSA-8952058;R-HSA-8952062;R-HSA-8951966;R-HSA-8951951;R-HSA-8952081;R-HSA-8952069;R-HSA-8952101"
R-HSA-428359,"Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA",2,13,8.317338451695458E-4,0.03464279111547503,0.18890324395490032,2,3,2.0E-4,1.0,9606,Homo sapiens,"ENSG00000136231;ENSG00000073792","","R-HSA-428293;R-HSA-428287"
R-HSA-4570464,"SUMOylation of RNA binding proteins",28,51,0.0032629558541266796,0.03503775352832226,0.19047796918124282,4,4,2.666666666666667E-4,-1.0,9606,Homo sapiens,"ENSG00000103275;ENSG00000093000;ENSG00000092199;ENSG00000138750;ENSG00000102900;ENSG00000095319;ENSG00000110713;ENSG00000108559;ENSG00000153201;ENSG00000125450;ENSG00000069248;ENSG00000155561;ENSG00000047410;ENSG00000113569;ENSG00000111581;ENSG00000134686;ENSG00000055044;ENSG00000030066;ENSG00000116030;ENSG00000157020;ENSG00000132182;ENSG00000165119;ENSG00000101146;ENSG00000188612;ENSG00000126883;ENSG00000094914","","R-HSA-4570499;R-HSA-4570467;R-HSA-4570493;R-HSA-4570489"
R-HSA-9659379,"Sensory processing of sound",20,87,0.005566218809980806,0.035632421555351304,0.19312557181359588,4,13,8.666666666666666E-4,1.0,9606,Homo sapiens,"ENSG00000131236;ENSG00000111913;ENSG00000130830;ENSG00000070961;ENSG00000077549;ENSG00000075624;ENSG00000147065;ENSG00000197694;ENSG00000175029;ENSG00000137710;ENSG00000115306;ENSG00000198898;ENSG00000148180;ENSG00000116489;ENSG00000197879;ENSG00000082397;ENSG00000071909;ENSG00000100345;ENSG00000092820;ENSG00000106089;ENSG00000184009","","R-HSA-9663363;R-HSA-9662096;R-HSA-9664214;R-HSA-9659380"
R-HSA-6811442,"Intra-Golgi and retrograde Golgi-to-ER traffic",107,219,0.01401151631477927,0.03606063728563587,0.19380961879465652,43,48,0.0032,1.0,9606,Homo sapiens,"ENSG00000135968;ENSG00000175582;ENSG00000105355;ENSG00000115839;ENSG00000099940;ENSG00000103051;ENSG00000197892;ENSG00000137502;ENSG00000151779;ENSG00000116489;ENSG00000135720;ENSG00000084731;ENSG00000086598;ENSG00000154917;ENSG00000137100;ENSG00000257923;ENSG00000158560;ENSG00000168374;ENSG00000135040;ENSG00000183011;ENSG00000054523;ENSG00000127824;ENSG00000168818;ENSG00000108587;ENSG00000223519;ENSG00000148248;ENSG00000125814;ENSG00000152291;ENSG00000100055;ENSG00000144674;ENSG00000197081;ENSG00000135823;ENSG00000141429;ENSG00000136631;ENSG00000138778;ENSG00000099246;ENSG00000170348;ENSG00000164597;ENSG00000131236;ENSG00000101162;ENSG00000105402;ENSG00000066455;ENSG00000111885;ENSG00000111481;ENSG00000143207;ENSG00000088986;ENSG00000170759;ENSG00000173905;ENSG00000136240;ENSG00000185963;ENSG00000149823;ENSG00000108669;ENSG00000131966;ENSG00000105438;ENSG00000049245;ENSG00000004059;ENSG00000129083;ENSG00000133103;ENSG00000117533;ENSG00000118873;ENSG00000122218;ENSG00000143952;ENSG00000007168;ENSG00000188229;ENSG00000160216;ENSG00000166557;ENSG00000075945;ENSG00000095139;ENSG00000105669;ENSG00000116711;ENSG00000198898;ENSG00000135775;ENSG00000166685;ENSG00000100815;ENSG00000144635;ENSG00000079616;ENSG00000181789;ENSG00000198162;ENSG00000132912;ENSG00000242247;ENSG00000175203;ENSG00000196547;ENSG00000144747;ENSG00000184840;ENSG00000073969;ENSG00000105443;ENSG00000077549;ENSG00000149182;ENSG00000068796;ENSG00000197102;ENSG00000134265;ENSG00000138107;ENSG00000003056;ENSG00000104915;ENSG00000138069;ENSG00000112893;ENSG00000077380;ENSG00000204843;ENSG00000167553;ENSG00000138182;ENSG00000167552;ENSG00000123416;ENSG00000223501;ENSG00000184432;ENSG00000101246;ENSG00000143761;ENSG00000107862;ENSG00000143641","","R-HSA-6811431;R-HSA-8849350;R-HSA-6811429;R-HSA-8849348;R-HSA-6811428;R-HSA-6811427;R-HSA-8847875;R-HSA-6811426;R-HSA-6811425;R-HSA-8849345;R-HSA-8847883;R-HSA-8849353;R-HSA-6811433;R-HSA-8847880;R-HSA-8847638;R-HSA-8847637;R-HSA-8849748;R-HSA-8847635;R-HSA-6814086;R-HSA-8848484;R-HSA-6814671;R-HSA-6814670;R-HSA-6814091;R-HSA-6814090;R-HSA-6814088;R-HSA-6811415;R-HSA-6811414;R-HSA-6814678;R-HSA-6811412;R-HSA-6814676;R-HSA-6811411;R-HSA-6814675;R-HSA-6814674;R-HSA-6811423;R-HSA-6811422;R-HSA-6814684;R-HSA-6814683;R-HSA-6811418;R-HSA-6814682;R-HSA-6811417;R-HSA-8850041;R-HSA-8847544;R-HSA-8850040"
R-HSA-2454202,"Fc epsilon receptor (FCERI) signaling",98,235,0.015035188739603326,0.03606850480414808,0.19380961879465652,63,65,0.004333333333333333,-1.0,9606,Homo sapiens,"ENSG00000135605;ENSG00000096433;ENSG00000177885;ENSG00000133703;ENSG00000141968;ENSG00000043462;ENSG00000159377;ENSG00000180370;ENSG00000136930;ENSG00000177889;ENSG00000165025;ENSG00000160014;ENSG00000123104;ENSG00000072736;ENSG00000108344;ENSG00000126067;ENSG00000173692;ENSG00000204264;ENSG00000170345;ENSG00000143106;ENSG00000125818;ENSG00000010671;ENSG00000051382;ENSG00000221983;ENSG00000254087;ENSG00000109339;ENSG00000131467;ENSG00000099804;ENSG00000113558;ENSG00000205220;ENSG00000134215;ENSG00000136238;ENSG00000168710;ENSG00000086730;ENSG00000159352;ENSG00000127922;ENSG00000013275;ENSG00000100764;ENSG00000142507;ENSG00000068878;ENSG00000131196;ENSG00000197943;ENSG00000100906;ENSG00000100519;ENSG00000113263;ENSG00000100911;ENSG00000118705;ENSG00000131508;ENSG00000109320;ENSG00000149269;ENSG00000055208;ENSG00000100351;ENSG00000185627;ENSG00000074966;ENSG00000198668;ENSG00000115233;ENSG00000099341;ENSG00000008018;ENSG00000055130;ENSG00000160691;ENSG00000213341;ENSG00000197170;ENSG00000087191;ENSG00000095015;ENSG00000101182;ENSG00000115904;ENSG00000041357;ENSG00000150995;ENSG00000150991;ENSG00000143947;ENSG00000072401;ENSG00000104365;ENSG00000092010;ENSG00000198286;ENSG00000158869;ENSG00000172175;ENSG00000165916;ENSG00000175166;ENSG00000065675;ENSG00000172575;ENSG00000135341;ENSG00000065559;ENSG00000240065;ENSG00000143933;ENSG00000100567;ENSG00000213281;ENSG00000145675;ENSG00000103035;ENSG00000100030;ENSG00000050748;ENSG00000163902;ENSG00000124181;ENSG00000068831;ENSG00000173039;ENSG00000170315;ENSG00000121879;ENSG00000108671;ENSG00000163636;ENSG00000161057;ENSG00000010810;ENSG00000072803","","R-HSA-9725206;R-HSA-2396599;R-HSA-450325;R-HSA-2454192;R-HSA-2396606;R-HSA-2730889;R-HSA-2730888;R-HSA-2730892;R-HSA-202534;R-HSA-2730894;R-HSA-450348;R-HSA-2730882;R-HSA-2730885;R-HSA-2730884;R-HSA-202541;R-HSA-2730887;R-HSA-2730886;R-HSA-2730904;R-HSA-2396561;R-HSA-2424477;R-HSA-2730896;R-HSA-2730899;R-HSA-2730900;R-HSA-2730903;R-HSA-2730902;R-HSA-2730856;R-HSA-2730858;R-HSA-2730861;R-HSA-2730860;R-HSA-2454240;R-HSA-2730863;R-HSA-2730862;R-HSA-2730849;R-HSA-2730848;R-HSA-2730851;R-HSA-168136;R-HSA-2730872;R-HSA-74448;R-HSA-169683;R-HSA-169680;R-HSA-2730876;R-HSA-2730864;R-HSA-2730867;R-HSA-202328;R-HSA-2730868;R-HSA-2730871;R-HSA-2730870;R-HSA-168162;R-HSA-2454208;R-HSA-5607728;R-HSA-2730841;R-HSA-2730840;R-HSA-2730843;R-HSA-450292;R-HSA-2730842;R-HSA-2730844;R-HSA-2730847;R-HSA-2730833;R-HSA-5607724;R-HSA-2454239;R-HSA-2730835;R-HSA-2730837;R-HSA-2730836"
R-HSA-9818032,"NFE2L2 regulating MDR associated enzymes",9,12,7.677543186180423E-4,0.03616854990860741,0.19380961879465652,8,8,5.333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000100393;ENSG00000116044;ENSG00000108846;ENSG00000033050;ENSG00000005339;ENSG00000103222","","R-HSA-9796039;R-HSA-9796065;R-HSA-9796048;R-HSA-9796077;R-HSA-9796076;R-HSA-9796079;R-HSA-9796042;R-HSA-9796074"
R-HSA-211897,"Cytochrome P450 - arranged by substrate type",8,185,0.011836212412028152,0.03619075936243586,0.19380961879465652,7,61,0.004066666666666666,1.0,9606,Homo sapiens,"ENSG00000084676;ENSG00000186350;ENSG00000140396;ENSG00000106546;ENSG00000143437;ENSG00000127948;ENSG00000059377;ENSG00000135929","","R-HSA-192051;R-HSA-192065;R-HSA-76500;R-HSA-76472;R-HSA-192123;R-HSA-211951;R-HSA-76494"
R-HSA-195258,"RHO GTPase Effectors",152,325,0.020793346129238645,0.03648273162621866,0.1947917277899889,105,113,0.007533333333333334,1.0,9606,Homo sapiens,"ENSG00000154001;ENSG00000072864;ENSG00000177885;ENSG00000162704;ENSG00000180370;ENSG00000065534;ENSG00000132970;ENSG00000135720;ENSG00000117697;ENSG00000158560;ENSG00000130429;ENSG00000160014;ENSG00000166913;ENSG00000100345;ENSG00000127824;ENSG00000070831;ENSG00000067560;ENSG00000128245;ENSG00000075624;ENSG00000015285;ENSG00000154473;ENSG00000197122;ENSG00000111229;ENSG00000118680;ENSG00000004487;ENSG00000082898;ENSG00000138443;ENSG00000111581;ENSG00000172757;ENSG00000010671;ENSG00000145241;ENSG00000163932;ENSG00000090273;ENSG00000131504;ENSG00000163539;ENSG00000130779;ENSG00000138778;ENSG00000116701;ENSG00000136238;ENSG00000078142;ENSG00000136754;ENSG00000112062;ENSG00000061676;ENSG00000165168;ENSG00000168036;ENSG00000100401;ENSG00000101335;ENSG00000160551;ENSG00000100365;ENSG00000184009;ENSG00000184922;ENSG00000110713;ENSG00000101162;ENSG00000174442;ENSG00000108518;ENSG00000150093;ENSG00000128340;ENSG00000065243;ENSG00000092841;ENSG00000196455;ENSG00000213639;ENSG00000177954;ENSG00000058272;ENSG00000055163;ENSG00000088986;ENSG00000170759;ENSG00000123338;ENSG00000158373;ENSG00000123219;ENSG00000112290;ENSG00000179051;ENSG00000078304;ENSG00000149269;ENSG00000164924;ENSG00000051523;ENSG00000100592;ENSG00000140575;ENSG00000158406;ENSG00000134318;ENSG00000180573;ENSG00000118193;ENSG00000066027;ENSG00000198668;ENSG00000044115;ENSG00000113575;ENSG00000196405;ENSG00000167641;ENSG00000007168;ENSG00000124635;ENSG00000151725;ENSG00000163041;ENSG00000126777;ENSG00000188229;ENSG00000138071;ENSG00000123143;ENSG00000104695;ENSG00000158517;ENSG00000155366;ENSG00000002822;ENSG00000125450;ENSG00000137713;ENSG00000074054;ENSG00000140396;ENSG00000085733;ENSG00000144635;ENSG00000143546;ENSG00000158195;ENSG00000030066;ENSG00000169398;ENSG00000157020;ENSG00000143947;ENSG00000142856;ENSG00000180596;ENSG00000115935;ENSG00000132475;ENSG00000254999;ENSG00000197903;ENSG00000163220;ENSG00000143933;ENSG00000102901;ENSG00000161202;ENSG00000115091;ENSG00000184445;ENSG00000107077;ENSG00000166579;ENSG00000163466;ENSG00000127445;ENSG00000153201;ENSG00000100030;ENSG00000213672;ENSG00000108953;ENSG00000069248;ENSG00000068796;ENSG00000105568;ENSG00000134308;ENSG00000197102;ENSG00000175216;ENSG00000105968;ENSG00000067900;ENSG00000153207;ENSG00000241685;ENSG00000196924;ENSG00000077380;ENSG00000145703;ENSG00000167553;ENSG00000167552;ENSG00000123416;ENSG00000233822;ENSG00000186298;ENSG00000147202;ENSG00000101367;ENSG00000166501","","R-HSA-3858489;R-HSA-5623632;R-HSA-3858495;R-HSA-5668947;R-HSA-5671763;R-HSA-5666129;R-HSA-419087;R-HSA-75016;R-HSA-5671772;R-HSA-419083;R-HSA-5668932;R-HSA-5623622;R-HSA-5671749;R-HSA-3928608;R-HSA-5625717;R-HSA-8981931;R-HSA-5668978;R-HSA-5666160;R-HSA-5672304;R-HSA-5623667;R-HSA-5668735;R-HSA-5627775;R-HSA-5665659;R-HSA-5668731;R-HSA-5669240;R-HSA-5668984;R-HSA-5666169;R-HSA-8981926;R-HSA-5626469;R-HSA-2130194;R-HSA-5625959;R-HSA-5668718;R-HSA-6798174;R-HSA-5668714;R-HSA-203070;R-HSA-5666070;R-HSA-9626832;R-HSA-5668629;R-HSA-5218827;R-HSA-5665809;R-HSA-8981443;R-HSA-5625883;R-HSA-9626816;R-HSA-9626817;R-HSA-5218841;R-HSA-5663232;R-HSA-5666049;R-HSA-5625870;R-HSA-5665802;R-HSA-445797;R-HSA-5666104;R-HSA-5671993;R-HSA-5671737;R-HSA-5669158;R-HSA-9626848;R-HSA-5671970;R-HSA-5625901;R-HSA-419197;R-HSA-5666088;R-HSA-5665751;R-HSA-5665748;R-HSA-2029469;R-HSA-2029466;R-HSA-2029465;R-HSA-5666001;R-HSA-2029460;R-HSA-2029456;R-HSA-5625797;R-HSA-5625796;R-HSA-9626880;R-HSA-5665989;R-HSA-5667008;R-HSA-2197691;R-HSA-2197690;R-HSA-419232;R-HSA-9680443;R-HSA-5666046;R-HSA-5668605;R-HSA-5625849;R-HSA-5625848;R-HSA-5665767;R-HSA-5665761;R-HSA-5671919;R-HSA-5667052;R-HSA-2029473;R-HSA-5665686;R-HSA-5666197;R-HSA-5625745;R-HSA-5672083;R-HSA-5666178;R-HSA-5669250;R-HSA-442832;R-HSA-442586;R-HSA-5626507;R-HSA-5672329;R-HSA-5625738;R-HSA-5626549;R-HSA-2197698;R-HSA-442592;R-HSA-5665982;R-HSA-5665727;R-HSA-5625784;R-HSA-419049;R-HSA-5625774;R-HSA-5666216"
R-HSA-8939211,"ESR-mediated signaling",99,256,0.0163787587971849,0.0368396601824156,0.1958970977001093,92,114,0.0076,1.0,9606,Homo sapiens,"ENSG00000158406;ENSG00000124151;ENSG00000072501;ENSG00000143190;ENSG00000180573;ENSG00000133703;ENSG00000065135;ENSG00000198668;ENSG00000067955;ENSG00000172354;ENSG00000138798;ENSG00000163882;ENSG00000124635;ENSG00000160691;ENSG00000182481;ENSG00000163041;ENSG00000160014;ENSG00000126457;ENSG00000099817;ENSG00000127663;ENSG00000100142;ENSG00000140443;ENSG00000152332;ENSG00000197122;ENSG00000155363;ENSG00000140307;ENSG00000174021;ENSG00000004487;ENSG00000082898;ENSG00000096060;ENSG00000170345;ENSG00000005339;ENSG00000116478;ENSG00000123908;ENSG00000096384;ENSG00000153786;ENSG00000140396;ENSG00000118007;ENSG00000100811;ENSG00000169398;ENSG00000078687;ENSG00000108055;ENSG00000078369;ENSG00000125651;ENSG00000011485;ENSG00000108654;ENSG00000105971;ENSG00000105698;ENSG00000180596;ENSG00000132475;ENSG00000134698;ENSG00000114166;ENSG00000080824;ENSG00000084676;ENSG00000197903;ENSG00000090905;ENSG00000230989;ENSG00000143933;ENSG00000213281;ENSG00000142208;ENSG00000101972;ENSG00000127920;ENSG00000145675;ENSG00000092847;ENSG00000164754;ENSG00000176170;ENSG00000100030;ENSG00000100393;ENSG00000115808;ENSG00000047315;ENSG00000110958;ENSG00000136807;ENSG00000118260;ENSG00000115966;ENSG00000105968;ENSG00000158773;ENSG00000153922;ENSG00000171497;ENSG00000069966;ENSG00000114353;ENSG00000117984;ENSG00000172977;ENSG00000168002;ENSG00000102978;ENSG00000121879;ENSG00000158373;ENSG00000233822;ENSG00000005075;ENSG00000165417;ENSG00000100354;ENSG00000140332;ENSG00000106211","","R-HSA-199298;R-HSA-9011981;R-HSA-9632918;R-HSA-9021068;R-HSA-9023884;R-HSA-8931981;R-HSA-9011983;R-HSA-9008271;R-HSA-9633044;R-HSA-9008270;R-HSA-9018497;R-HSA-9009536;R-HSA-9011971;R-HSA-9018499;R-HSA-9634584;R-HSA-9008258;R-HSA-202127;R-HSA-9011975;R-HSA-9632412;R-HSA-9011997;R-HSA-9008285;R-HSA-9021596;R-HSA-9625479;R-HSA-9011985;R-HSA-9632906;R-HSA-9625482;R-HSA-9011984;R-HSA-9021072;R-HSA-9632910;R-HSA-9625487;R-HSA-9021079;R-HSA-9009065;R-HSA-9021609;R-HSA-9632182;R-HSA-9716913;R-HSA-9032751;R-HSA-9021601;R-HSA-9012000;R-HSA-9021600;R-HSA-9623355;R-HSA-9623999;R-HSA-111916;R-HSA-9008315;R-HSA-8932020;R-HSA-8932021;R-HSA-9623341;R-HSA-9624272;R-HSA-9625814;R-HSA-9716947;R-HSA-198731;R-HSA-8932033;R-HSA-8939203;R-HSA-8939204;R-HSA-8932037;R-HSA-9009371;R-HSA-9012315;R-HSA-9012186;R-HSA-9021660;R-HSA-9012319;R-HSA-9038161;R-HSA-9038163;R-HSA-9624526;R-HSA-9027670;R-HSA-9012203;R-HSA-9011949;R-HSA-8932076;R-HSA-9012205;R-HSA-9011950;R-HSA-9023840;R-HSA-9009378;R-HSA-9625465;R-HSA-9011941;R-HSA-9023845;R-HSA-9012196;R-HSA-9038052;R-HSA-9023846;R-HSA-9011961;R-HSA-9021050;R-HSA-9009533;R-HSA-9632868;R-HSA-9011966;R-HSA-9012209;R-HSA-9012208;R-HSA-9011952;R-HSA-9023859;R-HSA-9632873;R-HSA-9023861;R-HSA-8932084;R-HSA-9023860;R-HSA-9709547;R-HSA-9011958;R-HSA-9009526"
