Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Control_S1_counts,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9860276,"SLC15A4:TASL-dependent IRF5 activation",4,8,5.118362124120282E-4,0.9441373703984288,0.9784993890784409,6,6,4.0E-4,-1.0,9606,Homo sapiens,"ENSG00000104365;ENSG00000139370;ENSG00000128604;ENSG00000213341","","R-HSA-9860278;R-HSA-9860295;R-HSA-9860292;R-HSA-9860290;R-HSA-9860273;R-HSA-9860264"
R-HSA-5173214,"O-glycosylation of TSR domain-containing proteins",3,41,0.0026231605886116445,0.9469792408368709,0.9792619749785783,2,2,1.3333333333333334E-4,-1.0,9606,Homo sapiens,"ENSG00000126759;ENSG00000159674;ENSG00000137801","","R-HSA-5173005;R-HSA-5173192"
R-HSA-113418,"Formation of the Early Elongation Complex",19,34,0.0021753039027511195,0.947329271487579,0.9792619749785783,3,3,2.0E-4,-1.0,9606,Homo sapiens,"ENSG00000110768;ENSG00000213246;ENSG00000047315;ENSG00000136937;ENSG00000020426;ENSG00000196235;ENSG00000134058;ENSG00000163882;ENSG00000168002;ENSG00000204356;ENSG00000163161;ENSG00000102978;ENSG00000005075;ENSG00000134480;ENSG00000188986;ENSG00000101158;ENSG00000125651;ENSG00000099817;ENSG00000100142","","R-HSA-113402;R-HSA-112383;R-HSA-113407"
R-HSA-204005,"COPII-mediated vesicle transport",44,78,0.0049904030710172746,0.9487104611055901,0.9792619749785783,16,16,0.0010666666666666667,-1.0,9606,Homo sapiens,"ENSG00000152700;ENSG00000114745;ENSG00000138674;ENSG00000150961;ENSG00000136874;ENSG00000141551;ENSG00000170348;ENSG00000100528;ENSG00000086598;ENSG00000138073;ENSG00000169223;ENSG00000185010;ENSG00000092108;ENSG00000182400;ENSG00000107651;ENSG00000073969;ENSG00000160218;ENSG00000105402;ENSG00000148396;ENSG00000074695;ENSG00000134265;ENSG00000170043;ENSG00000138768;ENSG00000138802;ENSG00000196655;ENSG00000197249;ENSG00000206560;ENSG00000138069;ENSG00000105829;ENSG00000110075;ENSG00000196459;ENSG00000176986;ENSG00000114354;ENSG00000167632;ENSG00000119414;ENSG00000007255;ENSG00000100934;ENSG00000157020;ENSG00000167110;ENSG00000125814;ENSG00000125875;ENSG00000105063;ENSG00000054116;ENSG00000109861","","R-HSA-5694423;R-HSA-5694421;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6814831;R-HSA-5694527;R-HSA-203977;R-HSA-204008;R-HSA-5694522;R-HSA-5694425;R-HSA-5694439;R-HSA-6814833;R-HSA-5694446;R-HSA-5694441;R-HSA-5694409"
R-HSA-8847453,"Synthesis of PIPs in the nucleus",2,10,6.397952655150352E-4,0.9494152371794886,0.9792619749785783,3,3,2.0E-4,-1.0,9606,Homo sapiens,"ENSG00000165782;ENSG00000150867","","R-HSA-6811522;R-HSA-6810410;R-HSA-6810392"
R-HSA-425561,"Sodium/Calcium exchangers",5,15,9.596928982725527E-4,0.9495988011153498,0.9792619749785783,3,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000089060;ENSG00000185052;ENSG00000143933;ENSG00000100678;ENSG00000160014;ENSG00000075142;ENSG00000198668","","R-HSA-425822;R-HSA-425678;R-HSA-425661"
R-HSA-165159,"MTOR signalling",23,50,0.003198976327575176,0.9497313820912361,0.9792619749785783,28,29,0.0019333333333333333,1.0,9606,Homo sapiens,"ENSG00000103197;ENSG00000135932;ENSG00000198793;ENSG00000114867;ENSG00000106615;ENSG00000106617;ENSG00000131791;ENSG00000134248;ENSG00000118046;ENSG00000132356;ENSG00000151247;ENSG00000116586;ENSG00000188186;ENSG00000088832;ENSG00000137154;ENSG00000100614;ENSG00000181929;ENSG00000082146;ENSG00000063046;ENSG00000166913;ENSG00000149357;ENSG00000142208;ENSG00000108443","","R-HSA-5653974;R-HSA-8952716;R-HSA-165766;R-HSA-5653968;R-HSA-380930;R-HSA-165195;R-HSA-380942;R-HSA-165708;R-HSA-380949;R-HSA-165777;R-HSA-165718;R-HSA-9679044;R-HSA-165726;R-HSA-5672843;R-HSA-8952726;R-HSA-447074;R-HSA-5653936;R-HSA-200421;R-HSA-377186;R-HSA-165162;R-HSA-5672828;R-HSA-5672824;R-HSA-165680;R-HSA-380979;R-HSA-380927;R-HSA-165758;R-HSA-165182;R-HSA-165692"
R-HSA-1855183,"Synthesis of IP2, IP, and Ins in the cytosol",5,32,0.0020473448496481127,0.9501806464268061,0.9792619749785783,6,14,9.333333333333333E-4,-1.0,9606,Homo sapiens,"ENSG00000040933;ENSG00000109452;ENSG00000204084;ENSG00000141401;ENSG00000068383","","R-HSA-1855180;R-HSA-1855210;R-HSA-1855211;R-HSA-1855222;R-HSA-1855202;R-HSA-1855154"
R-HSA-9708530,"Regulation of BACH1 activity",7,20,0.0012795905310300703,0.9513996686198468,0.9792619749785783,2,8,5.333333333333334E-4,1.0,9606,Homo sapiens,"ENSG00000170315;ENSG00000055130;ENSG00000113558;ENSG00000221983;ENSG00000143947;ENSG00000100387;ENSG00000150991","","R-HSA-9708517;R-HSA-9708525"
R-HSA-6804757,"Regulation of TP53 Degradation",24,43,0.0027511196417146513,0.951457613880697,0.9792619749785783,29,30,0.002,1.0,9606,Homo sapiens,"ENSG00000104695;ENSG00000135679;ENSG00000105568;ENSG00000198793;ENSG00000113328;ENSG00000137713;ENSG00000113575;ENSG00000198625;ENSG00000119487;ENSG00000150991;ENSG00000170633;ENSG00000170315;ENSG00000025293;ENSG00000118515;ENSG00000221983;ENSG00000143947;ENSG00000164327;ENSG00000142208;ENSG00000078304;ENSG00000187555;ENSG00000149311;ENSG00000204209","","R-HSA-6792871;R-HSA-198599;R-HSA-3222072;R-HSA-349455;R-HSA-6792491;R-HSA-3215295;R-HSA-6804724;R-HSA-6791409;R-HSA-6793661;R-HSA-5633460;R-HSA-6804998;R-HSA-6804741;R-HSA-5689972;R-HSA-6804996;R-HSA-6795460;R-HSA-6793666;R-HSA-6804879;R-HSA-6804942;R-HSA-6795667;R-HSA-6795473;R-HSA-349426;R-HSA-6792863;R-HSA-3700992;R-HSA-6805022;R-HSA-6804955;R-HSA-6795290;R-HSA-3700997;R-HSA-6804441;R-HSA-3215310"
R-HSA-6806003,"Regulation of TP53 Expression and Degradation",24,46,0.002943058221369162,0.951457613880697,0.9792619749785783,29,35,0.0023333333333333335,1.0,9606,Homo sapiens,"ENSG00000104695;ENSG00000135679;ENSG00000105568;ENSG00000198793;ENSG00000113328;ENSG00000137713;ENSG00000113575;ENSG00000198625;ENSG00000119487;ENSG00000150991;ENSG00000170633;ENSG00000170315;ENSG00000025293;ENSG00000118515;ENSG00000221983;ENSG00000143947;ENSG00000164327;ENSG00000142208;ENSG00000078304;ENSG00000187555;ENSG00000149311;ENSG00000204209","","R-HSA-6792871;R-HSA-198599;R-HSA-3222072;R-HSA-349455;R-HSA-6792491;R-HSA-3215295;R-HSA-6804724;R-HSA-6791409;R-HSA-6793661;R-HSA-5633460;R-HSA-6804998;R-HSA-6804741;R-HSA-5689972;R-HSA-6804996;R-HSA-6795460;R-HSA-6793666;R-HSA-6804879;R-HSA-6804942;R-HSA-6795667;R-HSA-6795473;R-HSA-349426;R-HSA-6792863;R-HSA-3700992;R-HSA-6805022;R-HSA-6804955;R-HSA-6795290;R-HSA-3700997;R-HSA-6804441;R-HSA-3215310"
R-HSA-391251,"Protein folding",48,102,0.006525911708253359,0.9518806648462378,0.9792619749785783,28,28,0.0018666666666666666,-1.0,9606,Homo sapiens,"ENSG00000213465;ENSG00000172354;ENSG00000060558;ENSG00000119402;ENSG00000168610;ENSG00000123349;ENSG00000120438;ENSG00000088930;ENSG00000156261;ENSG00000188229;ENSG00000127824;ENSG00000109670;ENSG00000124198;ENSG00000075624;ENSG00000174021;ENSG00000150753;ENSG00000005812;ENSG00000118564;ENSG00000108370;ENSG00000102910;ENSG00000078369;ENSG00000156052;ENSG00000101266;ENSG00000146731;ENSG00000135624;ENSG00000140859;ENSG00000155959;ENSG00000177628;ENSG00000171720;ENSG00000102226;ENSG00000102225;ENSG00000127920;ENSG00000141556;ENSG00000105254;ENSG00000176170;ENSG00000163468;ENSG00000101361;ENSG00000101162;ENSG00000159069;ENSG00000171530;ENSG00000069966;ENSG00000136485;ENSG00000115484;ENSG00000167553;ENSG00000167552;ENSG00000123416;ENSG00000166226;ENSG00000182732;ENSG00000185009","","R-HSA-6814119;R-HSA-389956;R-HSA-390470;R-HSA-389955;R-HSA-389954;R-HSA-8850560;R-HSA-389964;R-HSA-6814124;R-HSA-389961;R-HSA-6814121;R-HSA-389963;R-HSA-6814120;R-HSA-389972;R-HSA-389974;R-HSA-389969;R-HSA-389970;R-HSA-8850527;R-HSA-389980;R-HSA-389976;R-HSA-389978;R-HSA-8850534;R-HSA-8850529;R-HSA-391266;R-HSA-8850539;R-HSA-6814409;R-HSA-390453;R-HSA-6814418;R-HSA-390459"
R-HSA-9734767,"Developmental Cell Lineages",5,46,0.002943058221369162,0.9519692777941139,0.9792619749785783,2,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000091409;ENSG00000150093;ENSG00000072274;ENSG00000133961;ENSG00000138798","","R-HSA-9725621;R-HSA-9727354"
R-HSA-9725554,"Differentiation of keratinocytes in interfollicular epidermis in mammalian skin",5,46,0.002943058221369162,0.9519692777941139,0.9792619749785783,2,4,2.666666666666667E-4,1.0,9606,Homo sapiens,"ENSG00000091409;ENSG00000150093;ENSG00000072274;ENSG00000133961;ENSG00000138798","","R-HSA-9725621;R-HSA-9727354"
