Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Control_S4_counts,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-8862803,"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models",14,30,0.0019193857965451055,1.0,1.0,12,22,0.0014666666666666667,0.0,9606,Homo sapiens,"ENSG00000153113;ENSG00000108953;ENSG00000160789;ENSG00000112096;ENSG00000117450;ENSG00000167110;ENSG00000142192;ENSG00000101224;ENSG00000167815;ENSG00000162909;ENSG00000126247;ENSG00000014216","","R-HSA-8868567;R-HSA-8868134;R-HSA-8870710;R-HSA-8863012;R-HSA-8868260;R-HSA-8863009;R-HSA-8863008;R-HSA-8870703;R-HSA-8863007;R-HSA-8868573;R-HSA-8863674;R-HSA-8868344"
R-HSA-8863678,"Neurodegenerative Diseases",14,30,0.0019193857965451055,1.0,1.0,12,22,0.0014666666666666667,0.0,9606,Homo sapiens,"ENSG00000153113;ENSG00000108953;ENSG00000160789;ENSG00000112096;ENSG00000117450;ENSG00000167110;ENSG00000142192;ENSG00000101224;ENSG00000167815;ENSG00000162909;ENSG00000126247;ENSG00000014216","","R-HSA-8868567;R-HSA-8868134;R-HSA-8870710;R-HSA-8863012;R-HSA-8868260;R-HSA-8863009;R-HSA-8863008;R-HSA-8870703;R-HSA-8863007;R-HSA-8868573;R-HSA-8863674;R-HSA-8868344"
R-HSA-5663084,"Diseases of carbohydrate metabolism",17,81,0.005182341650671785,1.0,1.0,24,44,0.0029333333333333334,0.0,9606,Homo sapiens,"ENSG00000153574;ENSG00000177156;ENSG00000169919;ENSG00000104812;ENSG00000171298;ENSG00000170266;ENSG00000135677;ENSG00000150991;ENSG00000170315;ENSG00000165102;ENSG00000114480;ENSG00000221983;ENSG00000143947;ENSG00000127415;ENSG00000010404;ENSG00000169738;ENSG00000163754","","R-HSA-9036041;R-HSA-5659989;R-HSA-2263495;R-HSA-2318373;R-HSA-2263492;R-HSA-9036046;R-HSA-3828061;R-HSA-5659998;R-HSA-9036037;R-HSA-3791349;R-HSA-3814838;R-HSA-9036068;R-HSA-9036070;R-HSA-9036729;R-HSA-9036056;R-HSA-3878762;R-HSA-3797226;R-HSA-9036061;R-HSA-5662851;R-HSA-2262743;R-HSA-5660015;R-HSA-2206299;R-HSA-5660013;R-HSA-2265534"
R-HSA-9734009,"Defective Intrinsic Pathway for Apoptosis",15,33,0.002111324376199616,1.0,1.0,13,24,0.0016,0.0,9606,Homo sapiens,"ENSG00000153113;ENSG00000108953;ENSG00000160789;ENSG00000142192;ENSG00000162909;ENSG00000112096;ENSG00000117450;ENSG00000167110;ENSG00000108561;ENSG00000101224;ENSG00000167815;ENSG00000126247;ENSG00000014216","","R-HSA-8868134;R-HSA-8863012;R-HSA-8868260;R-HSA-8863009;R-HSA-8863008;R-HSA-8870703;R-HSA-8868567;R-HSA-8870710;R-HSA-9645766;R-HSA-8863007;R-HSA-8868573;R-HSA-8863674;R-HSA-8868344"
R-HSA-9645723,"Diseases of programmed cell death",35,97,0.0062060140754958415,1.0,1.0,20,37,0.0024666666666666665,0.0,9606,Homo sapiens,"ENSG00000153113;ENSG00000158406;ENSG00000160789;ENSG00000180596;ENSG00000180573;ENSG00000074266;ENSG00000132475;ENSG00000162909;ENSG00000197903;ENSG00000124635;ENSG00000117450;ENSG00000163041;ENSG00000108561;ENSG00000178691;ENSG00000106462;ENSG00000102054;ENSG00000108953;ENSG00000198056;ENSG00000064012;ENSG00000105968;ENSG00000142192;ENSG00000112096;ENSG00000158373;ENSG00000233822;ENSG00000167110;ENSG00000101224;ENSG00000130816;ENSG00000167815;ENSG00000126247;ENSG00000162521;ENSG00000168404;ENSG00000014216","","R-HSA-8868134;R-HSA-8863012;R-HSA-8868260;R-HSA-9710480;R-HSA-8863009;R-HSA-9698677;R-HSA-8863008;R-HSA-8870703;R-HSA-2672196;R-HSA-9710490;R-HSA-8868567;R-HSA-8870710;R-HSA-9687458;R-HSA-9686343;R-HSA-9645766;R-HSA-8863007;R-HSA-9693929;R-HSA-8868573;R-HSA-8863674;R-HSA-8868344"
R-HSA-5655291,"Signaling by FGFR4 in disease",8,18,0.0011516314779270633,1.0,1.0,8,15,0.001,0.0,9606,Homo sapiens,"ENSG00000177885;ENSG00000115904;ENSG00000121879;ENSG00000124181;ENSG00000133703;ENSG00000213281;ENSG00000145675","","R-HSA-5655252;R-HSA-5655348;R-HSA-5655235;R-HSA-5655347;R-HSA-5655248;R-HSA-5655313;R-HSA-5655341;R-HSA-5655336"
R-HSA-9637690,"Response of Mtb to phagocytosis",17,51,0.0032629558541266796,1.0,1.0,16,30,0.002,0.0,9606,Homo sapiens,"ENSG00000074800;ENSG00000100030;ENSG00000108424;ENSG00000047249;ENSG00000075785;ENSG00000150991;ENSG00000173821;ENSG00000170315;ENSG00000114030;ENSG00000204713;ENSG00000116560;ENSG00000102879;ENSG00000221983;ENSG00000143947;ENSG00000185359;ENSG00000102144;ENSG00000144566","","R-HSA-9635667;R-HSA-9636242;R-HSA-9636658;R-HSA-9636247;R-HSA-9636439;R-HSA-9635446;R-HSA-9636564;R-HSA-9636251;R-HSA-9635609;R-HSA-9636669;R-HSA-9636297;R-HSA-9636296;R-HSA-9636397;R-HSA-9636461;R-HSA-9636396;R-HSA-9636684"
R-HSA-3781865,"Diseases of glycosylation",20,202,0.01292386436340371,1.0,1.0,41,77,0.0051333333333333335,0.0,9606,Homo sapiens,"ENSG00000198682;ENSG00000049860;ENSG00000000419;ENSG00000159674;ENSG00000151348;ENSG00000170266;ENSG00000137801;ENSG00000110455;ENSG00000126091;ENSG00000064601;ENSG00000172269;ENSG00000177239;ENSG00000038427;ENSG00000085998;ENSG00000159063;ENSG00000126759;ENSG00000106392;ENSG00000214160;ENSG00000086062;ENSG00000079739;ENSG00000198380","","R-HSA-3636919;R-HSA-5609939;R-HSA-9035983;R-HSA-9035982;R-HSA-4719375;R-HSA-9036289;R-HSA-3656254;R-HSA-9036290;R-HSA-4420365;R-HSA-4720473;R-HSA-3595175;R-HSA-3656230;R-HSA-3560804;R-HSA-4549334;R-HSA-6785524;R-HSA-3560802;R-HSA-4793949;R-HSA-4717406;R-HSA-3595178;R-HSA-4085027;R-HSA-5617096;R-HSA-3595176;R-HSA-9036008;R-HSA-4724330;R-HSA-9036011;R-HSA-9035949;R-HSA-9036012;R-HSA-4341669;R-HSA-3560785;R-HSA-9035950;R-HSA-3560794;R-HSA-4793956;R-HSA-9036283;R-HSA-3656261;R-HSA-4719354;R-HSA-9036285;R-HSA-3656258;R-HSA-3656257;R-HSA-6785565;R-HSA-3656267;R-HSA-3662344"
R-HSA-9637687,"Suppression of phagosomal maturation",11,32,0.0020473448496481127,1.0,1.0,9,17,0.0011333333333333334,0.0,9606,Homo sapiens,"ENSG00000170315;ENSG00000108424;ENSG00000114030;ENSG00000047249;ENSG00000102879;ENSG00000221983;ENSG00000143947;ENSG00000075785;ENSG00000185359;ENSG00000150991;ENSG00000144566","","R-HSA-9635667;R-HSA-9636242;R-HSA-9636247;R-HSA-9636439;R-HSA-9636251;R-HSA-9636397;R-HSA-9636461;R-HSA-9636396;R-HSA-9636684"
R-HSA-5678895,"Defective CFTR causes cystic fibrosis",46,66,0.004222648752399232,1.0,1.0,4,8,5.333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000131467;ENSG00000135506;ENSG00000092010;ENSG00000185627;ENSG00000165916;ENSG00000175166;ENSG00000159377;ENSG00000165280;ENSG00000205220;ENSG00000115233;ENSG00000136930;ENSG00000099341;ENSG00000008018;ENSG00000240065;ENSG00000100567;ENSG00000159352;ENSG00000013275;ENSG00000127922;ENSG00000100764;ENSG00000103035;ENSG00000197170;ENSG00000108344;ENSG00000087191;ENSG00000101182;ENSG00000126067;ENSG00000163902;ENSG00000173692;ENSG00000142507;ENSG00000204264;ENSG00000041357;ENSG00000068912;ENSG00000068878;ENSG00000136986;ENSG00000150991;ENSG00000170315;ENSG00000100519;ENSG00000143106;ENSG00000125818;ENSG00000100911;ENSG00000221983;ENSG00000118705;ENSG00000143947;ENSG00000072849;ENSG00000108671;ENSG00000163636;ENSG00000161057;ENSG00000204308;ENSG00000071537","","R-HSA-8866854;R-HSA-8866858;R-HSA-8866857;R-HSA-8866856"
R-HSA-4839744,"Signaling by APC mutants",9,14,8.957133717210493E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000104695;ENSG00000154001;ENSG00000105568;ENSG00000113712;ENSG00000066027;ENSG00000078304;ENSG00000082701;ENSG00000137713;ENSG00000113575","","R-HSA-4791278"
R-HSA-168273,"Influenza Viral RNA Transcription and Replication",109,173,0.01106845809341011,1.0,1.0,7,14,9.333333333333333E-4,0.0,9606,Homo sapiens,"ENSG00000108107;ENSG00000142937;ENSG00000110700;ENSG00000142541;ENSG00000163882;ENSG00000105193;ENSG00000099817;ENSG00000155561;ENSG00000047410;ENSG00000138326;ENSG00000115268;ENSG00000136942;ENSG00000132463;ENSG00000111581;ENSG00000168028;ENSG00000144713;ENSG00000221983;ENSG00000132182;ENSG00000108298;ENSG00000101146;ENSG00000125651;ENSG00000164587;ENSG00000122026;ENSG00000142534;ENSG00000094914;ENSG00000149273;ENSG00000198242;ENSG00000131469;ENSG00000145592;ENSG00000130255;ENSG00000229117;ENSG00000095319;ENSG00000156482;ENSG00000140988;ENSG00000063177;ENSG00000172809;ENSG00000105372;ENSG00000188846;ENSG00000110713;ENSG00000047315;ENSG00000174444;ENSG00000083845;ENSG00000198755;ENSG00000177954;ENSG00000071082;ENSG00000122406;ENSG00000089157;ENSG00000147403;ENSG00000161016;ENSG00000105640;ENSG00000093000;ENSG00000213741;ENSG00000177600;ENSG00000171863;ENSG00000163682;ENSG00000197728;ENSG00000171858;ENSG00000143799;ENSG00000138750;ENSG00000170889;ENSG00000109475;ENSG00000167526;ENSG00000100142;ENSG00000125691;ENSG00000125450;ENSG00000113569;ENSG00000197958;ENSG00000233927;ENSG00000149806;ENSG00000030066;ENSG00000137154;ENSG00000166441;ENSG00000231500;ENSG00000157020;ENSG00000143947;ENSG00000162244;ENSG00000065150;ENSG00000182899;ENSG00000102580;ENSG00000134419;ENSG00000112306;ENSG00000197756;ENSG00000080824;ENSG00000174748;ENSG00000089009;ENSG00000102900;ENSG00000148303;ENSG00000137818;ENSG00000153201;ENSG00000108559;ENSG00000069248;ENSG00000198034;ENSG00000118181;ENSG00000008988;ENSG00000145425;ENSG00000170315;ENSG00000147604;ENSG00000114391;ENSG00000185088;ENSG00000168002;ENSG00000100316;ENSG00000102978;ENSG00000005075;ENSG00000126883;ENSG00000142676","","R-HSA-192627;R-HSA-192704;R-HSA-168326;R-HSA-192916;R-HSA-192841;R-HSA-192830;R-HSA-192925"
R-HSA-168276,"NS1 Mediated Effects on Host Pathways",28,46,0.002943058221369162,1.0,1.0,3,6,4.0E-4,0.0,9606,Homo sapiens,"ENSG00000093000;ENSG00000108424;ENSG00000138750;ENSG00000182481;ENSG00000102900;ENSG00000055332;ENSG00000095319;ENSG00000110713;ENSG00000108559;ENSG00000153201;ENSG00000125450;ENSG00000069248;ENSG00000155561;ENSG00000047410;ENSG00000113569;ENSG00000111581;ENSG00000196911;ENSG00000114030;ENSG00000030066;ENSG00000186432;ENSG00000157020;ENSG00000132182;ENSG00000101146;ENSG00000102753;ENSG00000126883;ENSG00000094914","","R-HSA-168896;R-HSA-1176059;R-HSA-6791035"
R-HSA-4839748,"Signaling by AMER1 mutants",9,15,9.596928982725527E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000104695;ENSG00000154001;ENSG00000105568;ENSG00000113712;ENSG00000066027;ENSG00000078304;ENSG00000082701;ENSG00000137713;ENSG00000113575","","R-HSA-4839746"
R-HSA-4839735,"Signaling by AXIN mutants",9,15,9.596928982725527E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000104695;ENSG00000154001;ENSG00000105568;ENSG00000113712;ENSG00000066027;ENSG00000078304;ENSG00000082701;ENSG00000137713;ENSG00000113575","","R-HSA-4839734"
R-HSA-180897,"Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization",2,4,2.559181062060141E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000005022;ENSG00000169100","","R-HSA-180905"
R-HSA-169131,"Inhibition of PKR",1,2,1.2795905310300704E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000055332","","R-HSA-168896"
R-HSA-168325,"Viral Messenger RNA Synthesis",29,69,0.004414587332053743,1.0,1.0,3,6,4.0E-4,0.0,9606,Homo sapiens,"ENSG00000093000;ENSG00000163882;ENSG00000138750;ENSG00000102900;ENSG00000095319;ENSG00000099817;ENSG00000100142;ENSG00000110713;ENSG00000108559;ENSG00000153201;ENSG00000047315;ENSG00000125450;ENSG00000069248;ENSG00000155561;ENSG00000047410;ENSG00000113569;ENSG00000111581;ENSG00000168002;ENSG00000030066;ENSG00000102978;ENSG00000157020;ENSG00000005075;ENSG00000132182;ENSG00000101146;ENSG00000125651;ENSG00000126883;ENSG00000094914","","R-HSA-192627;R-HSA-168326;R-HSA-192925"
R-HSA-8851708,"Signaling by FGFR2 IIIa TM",9,24,0.0015355086372360845,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000047315;ENSG00000163882;ENSG00000168002;ENSG00000102978;ENSG00000005075;ENSG00000136937;ENSG00000125651;ENSG00000099817;ENSG00000100142","","R-HSA-8851710"
R-HSA-9668250,"Defective factor IX causes hemophilia B",3,13,8.317338451695458E-4,1.0,1.0,2,4,2.666666666666667E-4,0.0,9606,Homo sapiens,"ENSG00000185010;ENSG00000185245;ENSG00000169704","","R-HSA-9673223;R-HSA-9670874"
R-HSA-3371599,"Defective HLCS causes multiple carboxylase deficiency",2,10,6.397952655150352E-4,1.0,1.0,2,4,2.666666666666667E-4,0.0,9606,Homo sapiens,"ENSG00000114054;ENSG00000078070","","R-HSA-9035987;R-HSA-9035990"
R-HSA-9693928,"Defective RIPK1-mediated regulated necrosis",2,13,8.317338451695458E-4,1.0,1.0,5,10,6.666666666666666E-4,0.0,9606,Homo sapiens,"ENSG00000064012;ENSG00000168404","","R-HSA-9687458;R-HSA-9686343;R-HSA-9698677;R-HSA-9693929;R-HSA-2672196"
R-HSA-192905,"vRNP Assembly",2,14,8.957133717210493E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000065150;ENSG00000080824","","R-HSA-192830"
R-HSA-9636569,"Suppression of autophagy",1,7,4.478566858605246E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000075785","","R-HSA-9636564"
R-HSA-5638302,"Signaling by Overexpressed Wild-Type EGFR in Cancer",1,8,5.118362124120282E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000138798","","R-HSA-1225978"
R-HSA-5638303,"Inhibition of Signaling by Overexpressed EGFR",1,8,5.118362124120282E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000138798","","R-HSA-1225978"
R-HSA-192814,"vRNA Synthesis",1,14,8.957133717210493E-4,1.0,1.0,1,2,1.3333333333333334E-4,0.0,9606,Homo sapiens,"ENSG00000143799","","R-HSA-192916"
